ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.pt.16.3,golpe baixo,None,PT,"No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um golpe baixo na sua região genital e caiu sentindo muitas dores.","No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um batida inferior na sua região genital e caiu sentindo muitas dores.",1,,
train_one_shot.pt.16.4,golpe baixo,None,PT,"No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um golpe baixo na sua região genital e caiu sentindo muitas dores.","No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um golpe sujo na sua região genital e caiu sentindo muitas dores.",None,"No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um batida inferior na sua região genital e caiu sentindo muitas dores.","No ínicio da terceira parcial, em uma troca de golpes no clinch, Romanov levou um golpe sujo na sua região genital e caiu sentindo muitas dores."
train_one_shot.pt.17.1,gripe suína,None,PT,"Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da gripe suína: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. ","Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da h1n1: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. ",1,,
train_one_shot.pt.17.2,gripe suína,None,PT,"Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da gripe suína: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. ","Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da constipação porcina: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. ",None,"Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da h1n1: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. ","Desde janeiro, já se sabia quando seria imunizado cada um dos seis grupos de risco da constipação porcina: profissionais de saúde, gestantes, indígenas, pessoas com comorbidades, crianças entre 6 meses e 2 anos de idade e adultos saudáveis entre 20 e 29 anos. "
train_one_shot.pt.18.1,jogo duro,None,PT,"Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um jogo duro contra os colombianos.","Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um este é o difícil contra os colombianos.",1,,
train_one_shot.pt.18.2,jogo duro,None,PT,"Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um jogo duro contra os colombianos.","Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um partida rígida contra os colombianos.",None,"Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um este é o difícil contra os colombianos.","Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um partida rígida contra os colombianos."
train_one_shot.pt.18.3,jogo duro,None,PT,"Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um jogo duro contra os colombianos.","Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um manobra política contra os colombianos.",None,"Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um este é o difícil contra os colombianos.","Um dos mais experientes do elenco do Massa Bruta, o lateral-direito Aderlan, de 30 anos, espera um manobra política contra os colombianos."
train_one_shot.pt.19.1,juízo final,None,PT,"No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o juízo final, descrito no Livro de Apocalipse, da Bíblia.","No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o apocalipse, descrito no Livro de Apocalipse, da Bíblia.",1,,
train_one_shot.pt.19.2,juízo final,None,PT,"No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o juízo final, descrito no Livro de Apocalipse, da Bíblia.","No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o julgamento último, descrito no Livro de Apocalipse, da Bíblia.",None,"No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o apocalipse, descrito no Livro de Apocalipse, da Bíblia.","No vídeo com estilo de documentário, a criptomoeda é apresentada como uma moeda que tem ligação com o julgamento último, descrito no Livro de Apocalipse, da Bíblia."
train_one_shot.pt.19.3,juízo final,None,PT,"A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o juízo final, sem apelo, dos dez milhões de juízes que temos em Portugal.","A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o julgamento último, sem apelo, dos dez milhões de juízes que temos em Portugal.",1,,
train_one_shot.pt.19.4,juízo final,None,PT,"A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o juízo final, sem apelo, dos dez milhões de juízes que temos em Portugal.","A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o apocalipse, sem apelo, dos dez milhões de juízes que temos em Portugal.",None,"A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o julgamento último, sem apelo, dos dez milhões de juízes que temos em Portugal.","A única coisa que chateia, que irrita, que desvaira, que insulta, são as decisões que não coincidem com o apocalipse, sem apelo, dos dez milhões de juízes que temos em Portugal."
train_one_shot.pt.20.1,longa data,None,PT,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de longa data da migração na fronteira dos Estados Unidos com o México.,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de isto é muito tempo da migração na fronteira dos Estados Unidos com o México.,1,,
train_one_shot.pt.20.2,longa data,None,PT,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de longa data da migração na fronteira dos Estados Unidos com o México.,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de época comprida da migração na fronteira dos Estados Unidos com o México.,None,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de isto é muito tempo da migração na fronteira dos Estados Unidos com o México.,Harris foi encarregada de liderar a iniciativa do presidente Joe Biden para resolver o problema de época comprida da migração na fronteira dos Estados Unidos com o México.
train_one_shot.pt.21.1,lua cheia,None,PT,Banho de ervas para a lua cheia,Banho de ervas para a lua completa,1,,
train_one_shot.pt.21.2,lua cheia,None,PT,Banho de ervas para a lua cheia,Banho de ervas para a satélite carregado,None,Banho de ervas para a lua completa,Banho de ervas para a satélite carregado
train_one_shot.pt.22.1,lua nova,None,PT,Este anel posteriormente irÃ¡ gerar uma lua nova e substancialmente menor.,Este anel posteriormente irÃ¡ gerar uma satélite recente e substancialmente menor.,1,,
train_one_shot.pt.22.2,lua nova,None,PT,Este anel posteriormente irÃ¡ gerar uma lua nova e substancialmente menor.,Este anel posteriormente irÃ¡ gerar uma lua e substancialmente menor.,None,Este anel posteriormente irÃ¡ gerar uma satélite recente e substancialmente menor.,Este anel posteriormente irÃ¡ gerar uma lua e substancialmente menor.
train_one_shot.pt.23.1,mar aberto,None,PT,"Em mar aberto, a altura das ondas fica em torno de 6 metros.","Em alto mar, a altura das ondas fica em torno de 6 metros.",1,,
train_one_shot.pt.23.2,mar aberto,None,PT,"Em mar aberto, a altura das ondas fica em torno de 6 metros.","Em oceano acessível, a altura das ondas fica em torno de 6 metros.",None,"Em alto mar, a altura das ondas fica em torno de 6 metros.","Em oceano acessível, a altura das ondas fica em torno de 6 metros."
train_one_shot.pt.23.3,mar aberto,None,PT,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de mar aberto.,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de oceano acessível.,1,,
train_one_shot.pt.23.4,mar aberto,None,PT,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de mar aberto.,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de alto mar.,None,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de oceano acessível.,Temos previsão de vento muito forte soprando sobre o oceano em uma extensa área de alto mar.
train_one_shot.pt.24.1,maré alta,None,PT,"Os horários mais prováveis dos alagamentos coincidirão com os picos de maré alta previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:","Os horários mais prováveis dos alagamentos coincidirão com os picos de fluxo elevado previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:",1,,
train_one_shot.pt.24.2,maré alta,None,PT,"Os horários mais prováveis dos alagamentos coincidirão com os picos de maré alta previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:","Os horários mais prováveis dos alagamentos coincidirão com os picos de mar alto previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:",None,"Os horários mais prováveis dos alagamentos coincidirão com os picos de fluxo elevado previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:","Os horários mais prováveis dos alagamentos coincidirão com os picos de mar alto previstos na Tabela 1, em litoral on line e marégrafos no site do Ciram:"
train_one_shot.pt.25.1,maré baixa,None,PT,"A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de maré baixa prolongada, que impede a atracação de embarcações no terminal de Vera Cruz.","A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de fluxo inferior prolongada, que impede a atracação de embarcações no terminal de Vera Cruz.",1,,
train_one_shot.pt.25.2,maré baixa,None,PT,"A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de maré baixa prolongada, que impede a atracação de embarcações no terminal de Vera Cruz.","A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de baixa mar prolongada, que impede a atracação de embarcações no terminal de Vera Cruz.",None,"A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de fluxo inferior prolongada, que impede a atracação de embarcações no terminal de Vera Cruz.","A travessia de lanchas entre Salvador e Mar Grande, na Ilha de Itaparica, foi suspensa por volta das 8h desta quarta-feira (28), por causa do período de baixa mar prolongada, que impede a atracação de embarcações no terminal de Vera Cruz."
train_one_shot.pt.26.1,mau contato,None,PT,"Um erro cometido por muitos proprietarios que pode causar mau contato nos sensores e, consequentemente, levar a luz a se acender e lavar o motor.","Um erro cometido por muitos proprietarios que pode causar problema nos sensores e, consequentemente, levar a luz a se acender e lavar o motor.",1,,
train_one_shot.pt.26.2,mau contato,None,PT,"Um erro cometido por muitos proprietarios que pode causar mau contato nos sensores e, consequentemente, levar a luz a se acender e lavar o motor.","Um erro cometido por muitos proprietarios que pode causar tocamento ruim nos sensores e, consequentemente, levar a luz a se acender e lavar o motor.",None,"Um erro cometido por muitos proprietarios que pode causar problema nos sensores e, consequentemente, levar a luz a se acender e lavar o motor.","Um erro cometido por muitos proprietarios que pode causar tocamento ruim nos sensores e, consequentemente, levar a luz a se acender e lavar o motor."
train_one_shot.pt.26.3,mau contato,None,PT,"Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por mau contato ou por sabotagem do eleitor –, o resultado era o travamento do equipamento.","Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por tocamento ruim ou por sabotagem do eleitor –, o resultado era o travamento do equipamento.",1,,
train_one_shot.pt.26.4,mau contato,None,PT,"Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por mau contato ou por sabotagem do eleitor –, o resultado era o travamento do equipamento.","Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por problema ou por sabotagem do eleitor –, o resultado era o travamento do equipamento.",None,"Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por tocamento ruim ou por sabotagem do eleitor –, o resultado era o travamento do equipamento.","Houve, também, uma descoberta inesperada: um investigador percebeu que, caso o teclado fosse desconectado da urna – seja por problema ou por sabotagem do eleitor –, o resultado era o travamento do equipamento."
train_one_shot.pt.27.1,nó cego,None,PT,O Orçamento criou um nó cego para o governo.,O Orçamento criou um situação complicada para o governo.,1,,
train_one_shot.pt.27.2,nó cego,None,PT,O Orçamento criou um nó cego para o governo.,O Orçamento criou um laço invisual para o governo.,None,O Orçamento criou um situação complicada para o governo.,O Orçamento criou um laço invisual para o governo.
train_one_shot.pt.27.3,nó cego,None,PT,O Orçamento criou um nó cego para o governo.,O Orçamento criou um nó apertado para o governo.,None,O Orçamento criou um situação complicada para o governo.,O Orçamento criou um nó apertado para o governo.
train_one_shot.pt.28.1,novo mundo,None,PT,"Estamos entrando num novo mundo, numa nova era.","Estamos entrando num modernidade, numa nova era.",1,,
train_one_shot.pt.28.2,novo mundo,None,PT,"Estamos entrando num novo mundo, numa nova era.","Estamos entrando num planeta recente, numa nova era.",None,"Estamos entrando num modernidade, numa nova era.","Estamos entrando num planeta recente, numa nova era."
train_one_shot.pt.29.1,olho gordo,None,PT,"Não sei se foi maldição ou olho gordo dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose.","Não sei se foi maldição ou inveja dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose.",1,,
train_one_shot.pt.29.2,olho gordo,None,PT,"Não sei se foi maldição ou olho gordo dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose.","Não sei se foi maldição ou vista obesa dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose.",None,"Não sei se foi maldição ou inveja dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose.","Não sei se foi maldição ou vista obesa dos meus conterrâneos ou muita euforia de minha parte, só que aconteceu de descobrir que sou intolerante à lactose."
train_one_shot.pt.30.1,olho mágico,None,PT,Eu tenho o poder do olho mágico.,Eu tenho o poder do vista feiticeira.,1,,
train_one_shot.pt.30.2,olho mágico,None,PT,Eu tenho o poder do olho mágico.,Eu tenho o poder do visor.,None,Eu tenho o poder do vista feiticeira.,Eu tenho o poder do visor.
train_one_shot.pt.30.3,olho mágico,None,PT,"Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu olho mágico para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas).","Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu visor para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas).",1,,
train_one_shot.pt.30.4,olho mágico,None,PT,"Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu olho mágico para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas).","Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu vista feiticeira para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas).",None,"Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu visor para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas).","Na abertura do filme, uma modelo estremece em direção a um misterioso Savoy Club e olha através de seu vista feiticeira para uma floresta encantada – usando um óculos WrapArounds, famoso dos anos noventa (a peça mais Balenciaga de todas)."
train_one_shot.pt.31.1,olho nu,None,PT,"Ainda este mês, os planetas vão estar visíveis a olho nu.","Ainda este mês, os planetas vão estar visíveis a vista despida.",1,,
train_one_shot.pt.31.2,olho nu,None,PT,"Ainda este mês, os planetas vão estar visíveis a olho nu.","Ainda este mês, os planetas vão estar visíveis a visão humana.",None,"Ainda este mês, os planetas vão estar visíveis a vista despida.","Ainda este mês, os planetas vão estar visíveis a visão humana."
train_one_shot.pt.32.1,pavio curto,None,PT,"É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – pavio curto que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020.","É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – falta de paciência que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020.",1,,
train_one_shot.pt.32.2,pavio curto,None,PT,"É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – pavio curto que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020.","É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – mecha pequena que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020.",None,"É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – falta de paciência que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020.","É possível até imaginar que, se não estivéssemos vivendo uma pandemia que deixou os estádios vazios Brasil afora, Agnaldo poderia ter perdido o controle – mecha pequena que era – e invadido o gramado durante uma das várias derrotas sofridas pelo seu Botafogo no Brasileirão 2020."
train_one_shot.pt.33.1,pé quente,None,PT,"Por enquanto, são apenas quatro jogos, mas além de demonstrar ser pé quente -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado.","Por enquanto, são apenas quatro jogos, mas além de demonstrar ser sortudo -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado.",1,,
train_one_shot.pt.33.2,pé quente,None,PT,"Por enquanto, são apenas quatro jogos, mas além de demonstrar ser pé quente -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado.","Por enquanto, são apenas quatro jogos, mas além de demonstrar ser pata cálida -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado.",None,"Por enquanto, são apenas quatro jogos, mas além de demonstrar ser sortudo -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado.","Por enquanto, são apenas quatro jogos, mas além de demonstrar ser pata cálida -- por ter vencido o Flamengo e ajudado o Vasco a quebrar um tabu de 17 jogos sem ganhar do rival -- sentiu o gostinho de jogar no histórico Maracanã, algo que ainda não havia saboreado."
train_one_shot.pt.34.1,pente fino,None,PT,"Então, passe um pente fino para saber o que realmente é necessário, e o que é dispensável.","Então, passe um análise minuciosa para saber o que realmente é necessário, e o que é dispensável.",1,,
train_one_shot.pt.34.2,pente fino,None,PT,"Então, passe um pente fino para saber o que realmente é necessário, e o que é dispensável.","Então, passe um carda estreita para saber o que realmente é necessário, e o que é dispensável.",None,"Então, passe um análise minuciosa para saber o que realmente é necessário, e o que é dispensável.","Então, passe um carda estreita para saber o que realmente é necessário, e o que é dispensável."
train_one_shot.pt.35.1,peso morto,None,PT,Ele virou um peso morto.,Ele virou um inútil.,1,,
train_one_shot.pt.35.2,peso morto,None,PT,Ele virou um peso morto.,Ele virou um carga falecida.,None,Ele virou um inútil.,Ele virou um carga falecida.
train_one_shot.pt.36.1,ponto cego,None,PT,"Além do ponto cego nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira.","Além do ponto oculto nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira.",1,,
train_one_shot.pt.36.2,ponto cego,None,PT,"Além do ponto cego nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira.","Além do onde se falha nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira.",None,"Além do ponto oculto nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira.","Além do onde se falha nas laterais, que dificulta, em especial, a percepção de motociclistas, esses veículos não têm visibilidade alguma na parte traseira."
train_one_shot.pt.36.3,ponto cego,None,PT,"A vítima estava em um ponto cego, abaixada, sendo que foi derrubada.","A vítima estava em um onde se falha, abaixada, sendo que foi derrubada.",1,,
train_one_shot.pt.36.4,ponto cego,None,PT,"A vítima estava em um ponto cego, abaixada, sendo que foi derrubada.","A vítima estava em um ponto oculto, abaixada, sendo que foi derrubada.",None,"A vítima estava em um onde se falha, abaixada, sendo que foi derrubada.","A vítima estava em um ponto oculto, abaixada, sendo que foi derrubada."
train_one_shot.pt.37.1,ponto fraco,None,PT,"Todos têm um ponto fraco e uma dificuldade”, conta ela.","Todos têm um fraqueza e uma dificuldade”, conta ela.",1,,
train_one_shot.pt.37.2,ponto fraco,None,PT,"Todos têm um ponto fraco e uma dificuldade”, conta ela.","Todos têm um lugar débil e uma dificuldade”, conta ela.",None,"Todos têm um fraqueza e uma dificuldade”, conta ela.","Todos têm um lugar débil e uma dificuldade”, conta ela."
train_one_shot.pt.38.1,prato feito,None,PT,"Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do prato feito, o popular PF, e de comida por quilo no Brasil.","Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do prato pronto, o popular PF, e de comida por quilo no Brasil.",1,,
train_one_shot.pt.38.2,prato feito,None,PT,"Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do prato feito, o popular PF, e de comida por quilo no Brasil.","Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do comida realizada, o popular PF, e de comida por quilo no Brasil.",None,"Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do prato pronto, o popular PF, e de comida por quilo no Brasil.","Em meio à pandemia que provocou uma forte crise no setor de bares e restaurantes, a startup colombiana de alimentação Muy quer disputar o mercado do comida realizada, o popular PF, e de comida por quilo no Brasil."
train_one_shot.pt.39.1,queda livre,None,PT,"A União em queda livre"", disse a manchete da revista virtual Focus Online.","A União em queda"", disse a manchete da revista virtual Focus Online.",1,,
train_one_shot.pt.39.2,queda livre,None,PT,"A União em queda livre"", disse a manchete da revista virtual Focus Online.","A União em caída liberta"", disse a manchete da revista virtual Focus Online.",None,"A União em queda"", disse a manchete da revista virtual Focus Online.","A União em caída liberta"", disse a manchete da revista virtual Focus Online."
train_one_shot.pt.40.1,reta final,None,PT,"O BBB 21 entra na reta final e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia"".","O BBB 21 entra na fim e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia"".",1,,
train_one_shot.pt.40.2,reta final,None,PT,"O BBB 21 entra na reta final e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia"".","O BBB 21 entra na linha última e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia"".",None,"O BBB 21 entra na fim e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia"".","O BBB 21 entra na linha última e os dez participantes que ainda estão na casa revelam uma demografia interessante das movimentações e aspirações sociais da nossa sociedade: cinco mulheres, dois homens gays, um hétero que se sente mais confortável entre esses gays e essas mulheres do que entre os outros homens da casa, e apenas dois brothers que se enquadram no que os demais participantes chamam de ""Macholândia""."
train_one_shot.pt.41.1,roda gigante,None,PT,"Aberta para os que gostam de adrenalina, em março, a roda gigante FG Big Wheel recebeu olhares e elogios de turistas.","Aberta para os que gostam de adrenalina, em março, a brinquedo alto FG Big Wheel recebeu olhares e elogios de turistas.",1,,
train_one_shot.pt.41.2,roda gigante,None,PT,"Aberta para os que gostam de adrenalina, em março, a roda gigante FG Big Wheel recebeu olhares e elogios de turistas.","Aberta para os que gostam de adrenalina, em março, a círculo enorme FG Big Wheel recebeu olhares e elogios de turistas.",None,"Aberta para os que gostam de adrenalina, em março, a brinquedo alto FG Big Wheel recebeu olhares e elogios de turistas.","Aberta para os que gostam de adrenalina, em março, a círculo enorme FG Big Wheel recebeu olhares e elogios de turistas."
train_one_shot.pt.42.1,saia justa,None,PT,"Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela saia justa.","Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela situação difícil.",1,,
train_one_shot.pt.42.2,saia justa,None,PT,"Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela saia justa.","Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela saia apertada.",None,"Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela situação difícil.","Meu Deus, ontem teve a eliminação da Sarah com o Tiago, mais uma vez, perguntando coisas para a gente ao vivo para deixar a gente naquela saia apertada."
train_one_shot.pt.42.3,saia justa,None,PT,"Diana Chaves usa saia justa de malha, aos quadrados, que custa menos de 60€.","Diana Chaves usa saia apertada de malha, aos quadrados, que custa menos de 60€.",1,,
train_one_shot.pt.42.4,saia justa,None,PT,"Diana Chaves usa saia justa de malha, aos quadrados, que custa menos de 60€.","Diana Chaves usa situação difícil de malha, aos quadrados, que custa menos de 60€.",None,"Diana Chaves usa saia apertada de malha, aos quadrados, que custa menos de 60€.","Diana Chaves usa situação difícil de malha, aos quadrados, que custa menos de 60€."
